airport,text,x_min,y_min,x_max,y_max,page_height,page_width,is_known_runway
sjc,62,287.7720,126.7569,297.2641,133.9658,594.0000,387.3600,0
sjc,ELEV,284.5929,134.0274,300.0901,141.2363,594.0000,387.3600,0
sjc,FIELD,283.5954,141.2978,300.4007,148.5067,594.0000,387.3600,0
sjc,37°21'N,37.4538,150.6241,60.6243,156.8726,594.0000,387.3600,0
sjc,37°22'N,37.4853,360.5188,60.6558,366.7672,594.0000,387.3600,0
sjc,121°56'W,135.7054,56.7804,162.4193,63.0289,594.0000,387.3600,0
sjc,121°55'W,303.2869,56.7804,330.0007,63.0289,594.0000,387.3600,0
sjc,D,214.3717,229.2603,222.2385,237.2457,594.0000,387.3600,0
sjc,HANGARS,174.5798,189.4802,204.9438,195.7286,594.0000,387.3600,0
sjc,TERMINAL,249.7515,349.4483,278.5369,355.6967,594.0000,387.3600,0
sjc,B,279.9299,349.4483,283.6465,355.6967,594.0000,387.3600,0
sjc,TERMINAL,177.6041,428.1476,206.1306,434.3961,594.0000,387.3600,0
sjc,A,207.5111,428.1476,211.4979,434.3961,594.0000,387.3600,0
sjc,U.S.,222.8525,384.5246,233.8940,390.7730,594.0000,387.3600,0
sjc,CUSTOMS,235.4465,384.5246,264.7765,390.7730,594.0000,387.3600,0
sjc,PARKING,77.5697,287.3754,102.8400,293.6238,594.0000,387.3600,0
sjc,TRANSIENT,74.8585,294.4009,107.5079,300.6494,594.0000,387.3600,0
sjc,N,69.3631,456.4236,77.2299,464.4090,594.0000,387.3600,0
sjc,N,84.5700,468.5173,92.4368,476.5027,594.0000,387.3600,0
sjc,Z,136.9595,429.1912,144.7464,436.8311,594.0000,387.3600,0
sjc,Z,181.7655,378.6811,189.5524,386.3210,594.0000,387.3600,0
sjc,Z,224.8756,328.1954,232.6625,335.8354,594.0000,387.3600,0
sjc,Z,260.5048,287.4468,268.2917,295.0868,594.0000,387.3600,0
sjc,Z,336.6598,197.7198,344.4467,205.3598,594.0000,387.3600,0
sjc,Z,307.1106,232.6086,314.8975,240.2485,594.0000,387.3600,0
sjc,W,68.1379,416.5597,75.9247,424.1993,594.0000,387.3600,0
sjc,W,102.1697,377.7499,109.9565,385.3895,594.0000,387.3600,0
sjc,W,151.6447,321.7533,159.4314,329.3929,594.0000,387.3600,0
sjc,W,195.0986,271.6446,202.8853,279.2842,594.0000,387.3600,0
sjc,W,234.1320,226.7684,241.9187,234.4080,594.0000,387.3600,0
sjc,W,263.8786,192.3722,271.6653,200.0118,594.0000,387.3600,0
sjc,25275,17.1793,22.9395,36.0331,29.1866,594.0000,387.3600,0
sjc,"S-120,",42.4089,179.8204,60.5673,186.0688,594.0000,387.3600,0
sjc,"D-250,",62.2875,179.8204,81.5882,186.0688,594.0000,387.3600,0
sjc,"2D-550,",83.3084,179.8204,106.0494,186.0688,594.0000,387.3600,0
sjc,2D/2D2-1120,107.7696,179.8204,145.9924,186.0688,594.0000,387.3600,0
sjc,PCR,42.6555,186.8459,55.8674,193.0944,594.0000,387.3600,0
sjc,1035,57.6150,186.8459,71.5958,193.0944,594.0000,387.3600,0
sjc,R/A/W/T,73.3434,186.8459,99.7531,193.0944,594.0000,387.3600,0
sjc,RWY,26.9271,193.8713,41.6654,200.1198,594.0000,387.3600,0
sjc,12R-30L,43.2447,193.8713,66.0565,200.1198,594.0000,387.3600,0
sjc,"S-120,",42.4089,200.8968,60.5673,207.1453,594.0000,387.3600,0
sjc,"D-250,",62.2875,200.8968,81.5882,207.1453,594.0000,387.3600,0
sjc,"2D-550,",83.3084,200.8968,106.0494,207.1453,594.0000,387.3600,0
sjc,2D/2D2-1116,107.7696,200.8968,145.9924,207.1453,594.0000,387.3600,0
sjc,PCR,42.5153,207.9223,55.6094,214.1707,594.0000,387.3600,0
sjc,1008,57.3415,207.9223,71.1977,214.1707,594.0000,387.3600,0
sjc,R/B/W/T,72.9297,207.9223,98.7230,214.1707,594.0000,387.3600,0
sjc,RWY,26.9271,214.9477,41.3004,221.1962,594.0000,387.3600,0
sjc,12L-30R,42.8406,214.9477,65.0875,221.1962,594.0000,387.3600,0
sjc,PDC,21.6903,475.7438,33.4855,481.9922,594.0000,387.3600,0
sjc,CPDLC,21.6903,482.7692,39.8982,489.0176,594.0000,387.3600,0
sjc,118.0,21.6903,489.7947,38.7751,496.0432,594.0000,387.3600,0
sjc,CLNC,21.6903,496.8201,37.6029,503.0685,594.0000,387.3600,0
sjc,DEL,39.0945,496.8201,50.6934,503.0685,594.0000,387.3600,0
sjc,121.7,21.6903,503.8455,38.7761,510.0940,594.0000,387.3600,0
sjc,GND,21.6903,510.8710,35.6881,517.1194,594.0000,387.3600,0
sjc,CON,37.3037,510.8710,50.9461,517.1194,594.0000,387.3600,0
sjc,124.0,21.6903,517.8964,38.1480,524.1448,594.0000,387.3600,0
sjc,257.6,41.8053,517.8964,58.2630,524.1448,594.0000,387.3600,0
sjc,SAN,21.6903,524.9219,34.1188,531.1703,594.0000,387.3600,0
sjc,JOSE,35.6724,524.9219,49.8285,531.1703,594.0000,387.3600,0
sjc,TOWER,51.3820,524.9219,73.4737,531.1703,594.0000,387.3600,0
sjc,126.95,21.6903,531.9473,42.3192,538.1957,594.0000,387.3600,0
sjc,D-ATIS,21.6903,538.9728,41.0122,545.2213,594.0000,387.3600,0
sjc,V5,118.9335,338.6767,129.9448,349.2372,594.0000,387.3600,0
sjc,0.1°,248.8105,438.2854,259.2124,444.5338,594.0000,387.3600,0
sjc,W,260.7885,438.2854,266.7396,444.5338,594.0000,387.3600,0
sjc,ANNUAL,220.3022,444.5865,245.7101,450.8350,594.0000,387.3600,0
sjc,RATE,247.2150,444.5865,262.9316,450.8350,594.0000,387.3600,0
sjc,OF,264.4365,444.5865,272.1293,450.8350,594.0000,387.3600,0
sjc,CHANGE,273.6341,444.5865,298.7110,450.8350,594.0000,387.3600,0
sjc,JANUARY,237.5116,450.8875,266.9795,457.1360,594.0000,387.3600,0
sjc,2025,268.5583,450.8875,281.1892,457.1360,594.0000,387.3600,0
sjc,enabled,165.8125,66.1741,188.5952,72.4212,594.0000,387.3600,0
sjc,on,190.4266,66.1741,197.7522,72.4212,594.0000,387.3600,0
sjc,all,199.5836,66.1741,206.9092,72.4212,594.0000,387.3600,0
sjc,airport,208.7406,66.1741,228.2707,72.4212,594.0000,387.3600,0
sjc,surfaces.,230.1021,66.1741,255.9323,72.4212,594.0000,387.3600,0
sjc,altitude,165.8125,73.9018,186.8171,80.1489,594.0000,387.3600,0
sjc,reporting,188.5675,73.9018,214.2352,80.1489,594.0000,387.3600,0
sjc,mode,215.9856,73.9018,231.5430,80.1489,594.0000,387.3600,0
sjc,and,233.2934,73.9018,243.4037,80.1489,594.0000,387.3600,0
sjc,ADS-B,245.1540,73.9018,266.1587,80.1489,594.0000,387.3600,0
sjc,(if,267.9091,73.9018,274.5186,80.1489,594.0000,387.3600,0
sjc,equipped),276.2690,73.9018,304.2681,80.1489,594.0000,387.3600,0
sjc,SAID,165.8125,81.6296,182.1439,87.8767,594.0000,387.3600,0
sjc,in,183.8939,81.6296,189.3400,87.8767,594.0000,387.3600,0
sjc,use.,191.0900,81.6296,202.1713,87.8767,594.0000,387.3600,0
sjc,Operate,203.9213,81.6296,226.0768,87.8767,594.0000,387.3600,0
sjc,transponders,227.8268,81.6296,263.5976,87.8767,594.0000,387.3600,0
sjc,with,265.3476,81.6296,277.7939,87.8767,594.0000,387.3600,0
sjc,V3,175.5555,271.2537,186.3749,281.8224,594.0000,387.3600,0
sjc,X,202.0150,247.7648,209.8018,255.4047,594.0000,387.3600,0
sjc,X,207.7208,241.5064,215.5076,249.1463,594.0000,387.3600,0
sjc,X,213.0828,234.8876,220.8696,242.5275,594.0000,387.3600,0
sjc,V6,82.8397,377.5784,93.8510,388.1389,594.0000,387.3600,0
sjc,"SW-2,",5.0000,340.1707,12.8120,359.6167,594.0000,387.3600,0
sjc,19,5.0000,328.4947,12.8120,336.2787,594.0000,387.3600,0
sjc,FEB,5.0000,312.9337,12.8120,326.5487,594.0000,387.3600,0
sjc,2026,5.0000,295.4197,12.8120,310.9877,594.0000,387.3600,0
sjc,to,5.0000,285.6897,12.8120,291.5277,594.0000,387.3600,0
sjc,19,5.0000,274.0137,12.8120,281.7977,594.0000,387.3600,0
sjc,MAR,5.0000,256.5137,12.8120,272.0677,594.0000,387.3600,0
sjc,2026,5.0000,238.9997,12.8120,254.5677,594.0000,387.3600,0
sjc,"SW-2,",374.2480,239.0000,382.0600,258.4460,594.0000,387.3600,0
sjc,19,374.2480,262.3380,382.0600,270.1220,594.0000,387.3600,0
sjc,FEB,374.2480,272.0680,382.0600,285.6830,594.0000,387.3600,0
sjc,2026,374.2480,287.6290,382.0600,303.1970,594.0000,387.3600,0
sjc,to,374.2480,307.0890,382.0600,312.9270,594.0000,387.3600,0
sjc,19,374.2480,316.8190,382.0600,324.6030,594.0000,387.3600,0
sjc,MAR,374.2480,326.5490,382.0600,342.1030,594.0000,387.3600,0
sjc,2026,374.2480,344.0490,382.0600,359.6170,594.0000,387.3600,0
smf,(SMF),345.6221,558.4563,373.3261,567.1073,594.0000,387.3600,0
smf,"SACRAMENTO,",273.3727,549.6516,324.5465,557.3422,594.0000,387.3600,0
smf,CALIFORNIA,326.3386,549.6516,369.7421,557.3422,594.0000,387.3600,0
smf,"SACRAMENTO,",273.3727,35.1734,324.5417,42.8626,594.0000,387.3600,0
smf,CALIFORNIA,326.3336,35.1734,369.7329,42.8626,594.0000,387.3600,0
smf,(SMF),345.6221,25.2433,373.3261,33.8943,594.0000,387.3600,0
smf,AL-5490,172.4604,550.5748,198.0394,557.3035,594.0000,387.3600,0
smf,(FAA),199.7837,550.5748,218.3854,557.3035,594.0000,387.3600,0
smf,AIRPORT,18.0439,548.4369,69.5123,561.8943,594.0000,387.3600,0
smf,DIAGRAM,72.5200,548.4369,129.9919,561.8943,594.0000,387.3600,0
smf,AIRPORT,18.0439,29.6351,69.5123,43.0925,594.0000,387.3600,0
smf,DIAGRAM,72.5200,29.6351,129.9919,43.0925,594.0000,387.3600,0
smf,"S-120,",246.9321,88.4058,265.0980,94.6542,594.0000,387.3600,0
smf,"D-250,",266.8189,88.4058,286.1274,94.6542,594.0000,387.3600,0
smf,"2D-550,",287.8483,88.4058,310.5987,94.6542,594.0000,387.3600,0
smf,2D/2D2-1082,312.3196,88.4058,350.5580,94.6542,594.0000,387.3600,0
smf,PCR,247.1932,95.4313,260.4006,101.6797,594.0000,387.3600,0
smf,840,262.1476,95.4313,272.6297,101.6797,594.0000,387.3600,0
smf,R/A/W/T,274.3767,95.4313,300.7776,101.6797,594.0000,387.3600,0
smf,RWY,229.7231,102.4567,244.4614,108.7051,594.0000,387.3600,0
smf,17R-35L,246.0407,102.4567,268.8525,108.7051,594.0000,387.3600,0
smf,"S-120,",246.9321,109.4821,265.0980,115.7306,594.0000,387.3600,0
smf,"D-250,",266.8189,109.4821,286.1274,115.7306,594.0000,387.3600,0
smf,"2D-513,",287.8483,109.4821,310.5987,115.7306,594.0000,387.3600,0
smf,2D/2D2-1033,312.3196,109.4821,350.5580,115.7306,594.0000,387.3600,0
smf,PCR,247.0340,116.5076,260.1211,122.7560,594.0000,387.3600,0
smf,900,261.8522,116.5076,272.2387,122.7560,594.0000,387.3600,0
smf,R/B/W/T,273.9698,116.5076,299.7492,122.7560,594.0000,387.3600,0
smf,RWY,229.7231,123.5330,244.0964,129.7814,594.0000,387.3600,0
smf,17L-35R,245.6366,123.5330,267.8835,129.7814,594.0000,387.3600,0
smf,PDC,24.5571,474.9643,36.3523,481.2127,594.0000,387.3600,0
smf,CPDLC,24.5571,481.9897,42.7650,488.2382,594.0000,387.3600,0
smf,121.1,24.5571,489.0151,41.7494,495.2635,594.0000,387.3600,0
smf,256.7,45.5699,489.0151,62.7621,495.2635,594.0000,387.3600,0
smf,CLNC,24.5571,496.0406,40.4697,502.2891,594.0000,387.3600,0
smf,DEL,41.9613,496.0406,53.5602,502.2891,594.0000,387.3600,0
smf,121.7,24.5571,503.0660,41.7494,509.3145,594.0000,387.3600,0
smf,256.7,45.5699,503.0660,62.7621,509.3145,594.0000,387.3600,0
smf,GND,24.5571,510.0915,38.5549,516.3400,594.0000,387.3600,0
smf,CON,40.1705,510.0915,53.8129,516.3400,594.0000,387.3600,0
smf,125.7,24.5571,517.1169,41.7494,523.3654,594.0000,387.3600,0
smf,256.7,45.5699,517.1169,62.7621,523.3654,594.0000,387.3600,0
smf,CAPITOL,24.5571,524.1424,49.2077,530.3909,594.0000,387.3600,0
smf,TOWER,50.6673,524.1424,71.4236,530.3909,594.0000,387.3600,0
smf,126.75,24.5571,531.1677,45.1860,537.4161,594.0000,387.3600,0
smf,D-ATIS,24.5571,538.1932,43.8790,544.4417,594.0000,387.3600,0
smf,D,26.8800,464.9489,31.5629,471.1960,594.0000,387.3600,0
smf,JANUARY,166.9552,394.4437,196.4231,400.6921,594.0000,387.3600,0
smf,2025,198.0019,394.4437,210.6328,400.6921,594.0000,387.3600,0
smf,ANNUAL,149.7458,386.9499,175.1537,393.1984,594.0000,387.3600,0
smf,RATE,176.6586,386.9499,192.3752,393.1984,594.0000,387.3600,0
smf,OF,193.8801,386.9499,201.5729,393.1984,594.0000,387.3600,0
smf,CHANGE,203.0777,386.9499,228.1545,393.1984,594.0000,387.3600,0
smf,0.1°,178.2541,379.4561,188.6560,385.7046,594.0000,387.3600,0
smf,W,190.2321,379.4561,196.1832,385.7046,594.0000,387.3600,0
smf,SACRAMENTO,268.7982,558.4563,325.3927,567.1073,594.0000,387.3600,0
smf,INTL,327.4465,558.4563,346.1525,567.1073,594.0000,387.3600,0
smf,SACRAMENTO,268.7982,25.2433,325.3927,33.8943,594.0000,387.3600,0
smf,INTL,327.4465,25.2433,346.1525,33.8943,594.0000,387.3600,0
smf,TO,160.1648,200.5694,167.8097,206.8179,594.0000,387.3600,0
smf,TERMINAL,169.2434,200.5694,198.8709,206.8179,594.0000,387.3600,0
smf,RAMP,200.3047,200.5694,216.5579,206.8179,594.0000,387.3600,0
smf,NO,157.4988,206.8705,166.2747,213.1190,594.0000,387.3600,0
smf,THROUGH,167.7941,206.8705,197.5009,213.1190,594.0000,387.3600,0
smf,ROUTE,199.0203,206.8705,219.2766,213.1190,594.0000,387.3600,0
smf,23,76.7550,179.9402,84.9824,186.1887,594.0000,387.3600,0
smf,ELEV,73.7697,187.4340,87.2022,193.6824,594.0000,387.3600,0
smf,25,127.2993,428.5135,135.5267,434.7620,594.0000,387.3600,0
smf,ELEV,124.3566,436.0072,137.7891,442.2556,594.0000,387.3600,0
smf,8598,97.2465,268.8643,103.6955,284.2578,594.0000,387.3600,0
smf,X,97.4558,284.8062,103.7652,289.5716,594.0000,387.3600,0
smf,150,97.5252,290.0955,103.9278,301.9464,594.0000,387.3600,0
smf,22,287.9576,173.3620,296.1850,179.6105,594.0000,387.3600,0
smf,ELEV,285.0149,180.8558,298.4473,187.1042,594.0000,387.3600,0
smf,8605,271.0560,273.5445,277.5038,288.9379,594.0000,387.3600,0
smf,X,271.2643,289.4864,277.5733,294.2517,594.0000,387.3600,0
smf,150,271.3333,294.7755,277.7348,306.6264,594.0000,387.3600,0
smf,PARKING,206.9719,287.4701,230.2945,293.2369,594.0000,387.3600,0
smf,RON,212.6719,293.2864,224.7527,299.0533,594.0000,387.3600,0
smf,PARKING,156.4410,254.0213,177.0651,274.5586,594.0000,387.3600,0
smf,RON,156.3874,262.1648,169.0337,274.7805,594.0000,387.3600,0
smf,PARKING,235.6693,287.3298,258.9919,293.0967,594.0000,387.3600,0
smf,RON,241.3693,293.1462,253.4492,298.9131,594.0000,387.3600,0
smf,PARKING,137.8169,263.0004,158.5954,283.4405,594.0000,387.3600,0
smf,RON,137.8452,271.1441,150.5667,283.7430,594.0000,387.3600,0
smf,PARKING,142.3313,289.5677,148.0982,312.8904,594.0000,387.3600,0
smf,RON,136.5149,295.2677,142.2818,307.3485,594.0000,387.3600,0
smf,PARKING,241.0809,226.1171,247.3294,251.3874,594.0000,387.3600,0
smf,RON,233.5871,232.2921,239.8356,245.3807,594.0000,387.3600,0
smf,RAMP,159.5161,215.2796,177.0556,221.5280,594.0000,387.3600,0
smf,CARGO,156.7286,221.5807,177.8851,227.8292,594.0000,387.3600,0
smf,AIR,162.9031,227.8817,173.3185,234.1302,594.0000,387.3600,0
smf,RAMP,128.7339,200.3525,146.2734,206.6010,594.0000,387.3600,0
smf,CARGO,123.9703,206.6535,147.0317,212.9019,594.0000,387.3600,0
smf,1,148.6790,206.6535,151.9735,212.9019,594.0000,387.3600,0
smf,AVIATION,152.4732,123.8070,180.5830,130.0555,594.0000,387.3600,0
smf,PARKING,182.0210,123.8070,207.5827,130.0555,594.0000,387.3600,0
smf,SOUTH,156.3753,130.1080,176.3662,136.3564,594.0000,387.3600,0
smf,GENERAL,177.8656,130.1080,205.8517,136.3564,594.0000,387.3600,0
smf,ADMIN,189.6260,267.8567,207.8168,273.6235,594.0000,387.3600,0
smf,STATION,160.3729,330.8877,184.7456,337.1361,594.0000,387.3600,0
smf,FIRE,167.1379,337.1888,179.4785,343.4373,594.0000,387.3600,0
smf,A,233.9827,273.2940,238.3056,279.0609,594.0000,387.3600,0
smf,TERMINAL,223.2930,279.1104,250.7621,284.8773,594.0000,387.3600,0
smf,CONCOURSE,153.5778,302.3662,188.3973,308.1331,594.0000,387.3600,0
smf,B,189.8347,302.3662,193.6697,308.1331,594.0000,387.3600,0
smf,TERMINAL,157.9959,237.7149,187.7589,243.9633,594.0000,387.3600,0
smf,CENTRAL,156.9039,244.0159,183.0180,250.2643,594.0000,387.3600,0
smf,B,184.4338,244.0159,188.2113,250.2643,594.0000,387.3600,0
smf,TWR,192.0048,238.4646,205.7796,244.7131,594.0000,387.3600,0
smf,FIFO,163.1243,145.2174,175.0417,151.4659,594.0000,387.3600,0
smf,*,140.5101,194.2967,146.7585,198.9807,594.0000,387.3600,0
smf,*,141.8660,244.3508,148.1144,249.0348,594.0000,387.3600,0
smf,*,137.3421,261.0032,143.5906,265.6872,594.0000,387.3600,0
smf,*,145.0056,286.6355,151.2541,291.3195,594.0000,387.3600,0
smf,*,154.2207,309.6652,160.4692,314.3492,594.0000,387.3600,0
smf,*,190.3441,309.1419,196.5926,313.8259,594.0000,387.3600,0
smf,*,190.3441,286.0547,196.5926,290.7387,594.0000,387.3600,0
smf,*,229.7112,296.1290,235.9597,300.8130,594.0000,387.3600,0
smf,*,248.7516,282.7319,255.0000,287.4159,594.0000,387.3600,0
smf,*,240.3537,275.1155,246.6022,279.7995,594.0000,387.3600,0
smf,*,240.0596,268.2172,246.3080,272.9012,594.0000,387.3600,0
smf,*,157.7363,361.4483,163.9848,366.1323,594.0000,387.3600,0
smf,*,206.3037,285.2982,212.5522,289.9822,594.0000,387.3600,0
smf,airport,262.2413,483.6986,282.1684,489.9457,594.0000,387.3600,0
smf,surfaces.,284.0370,483.6986,310.3922,489.9457,594.0000,387.3600,0
smf,ADS-B,262.2413,491.4264,283.3541,497.6735,594.0000,387.3600,0
smf,(if,285.1135,491.4264,291.7570,497.6735,594.0000,387.3600,0
smf,equipped),293.5164,491.4264,321.6598,497.6735,594.0000,387.3600,0
smf,enabled,323.4192,491.4264,345.3062,497.6735,594.0000,387.3600,0
smf,on,347.0656,491.4264,354.1031,497.6735,594.0000,387.3600,0
smf,all,355.8625,491.4264,362.9001,497.6735,594.0000,387.3600,0
smf,with,262.2413,499.1538,275.0458,505.4023,594.0000,387.3600,0
smf,altitude,276.8462,499.1538,298.4511,505.4023,594.0000,387.3600,0
smf,reporting,300.2516,499.1538,326.6528,505.4023,594.0000,387.3600,0
smf,mode,328.4532,499.1538,344.4553,505.4023,594.0000,387.3600,0
smf,and,346.2557,499.1538,356.6549,505.4023,594.0000,387.3600,0
smf,SAID,262.2413,506.8815,278.9674,513.1299,594.0000,387.3600,0
smf,in,280.7597,506.8815,286.3374,513.1299,594.0000,387.3600,0
smf,use.,288.1298,506.8815,299.4788,513.1299,594.0000,387.3600,0
smf,Operate,301.2711,506.8815,323.9621,513.1299,594.0000,387.3600,0
smf,transponders,325.7545,506.8815,362.3897,513.1299,594.0000,387.3600,0
smf,26022,18.0439,562.3491,36.9005,568.5975,594.0000,387.3600,0
smf,26022,18.0439,24.3083,36.9017,30.5568,594.0000,387.3600,0
smf,TDZL/RCLS,131.6413,497.3466,163.8063,503.5951,594.0000,387.3600,0
smf,Rwys,165.3138,497.3466,179.0506,503.5951,594.0000,387.3600,0
smf,17L,180.5581,497.3466,190.2728,503.5951,594.0000,387.3600,1
smf,and,191.7803,497.3466,200.4879,503.5951,594.0000,387.3600,0
smf,17R,201.9954,497.3466,212.0477,503.5951,594.0000,387.3600,1
smf,HIRL,131.6413,504.3721,145.8266,510.6205,594.0000,387.3600,0
smf,all,147.3467,504.3721,153.4270,510.6205,594.0000,387.3600,0
smf,rwys,154.9471,504.3721,166.7672,510.6205,594.0000,387.3600,0
smf,FIELD,301.1842,447.4738,317.9895,454.6827,594.0000,387.3600,0
smf,ELEV,302.1209,440.0521,317.6181,447.2610,594.0000,387.3600,0
smf,27,304.9313,432.2340,314.4234,439.4429,594.0000,387.3600,0
smf,READBACK,86.5703,68.8721,120.9094,75.6008,594.0000,387.3600,0
smf,OF,122.4702,68.8721,130.4494,75.6008,594.0000,387.3600,0
smf,ALL,132.0102,68.8721,144.1475,75.6008,594.0000,387.3600,0
smf,RUNWAY,145.7084,68.8721,173.7978,75.6008,594.0000,387.3600,0
smf,HOLDING,175.3586,68.8721,203.7914,75.6008,594.0000,387.3600,0
smf,INSTRUCTIONS,205.3522,68.8721,250.4425,75.6008,594.0000,387.3600,0
smf,IS,252.0034,68.8721,257.5538,75.6008,594.0000,387.3600,0
smf,REQUIRED.,259.1147,68.8721,292.2363,75.6008,594.0000,387.3600,0
smf,CAUTION:,54.4947,77.4470,84.8426,84.1757,594.0000,387.3600,0
smf,BE,86.4308,77.4470,94.5499,84.1757,594.0000,387.3600,0
smf,ALERT,96.1381,77.4470,116.6072,84.1757,594.0000,387.3600,0
smf,TO,118.1954,77.4470,126.6638,84.1757,594.0000,387.3600,0
smf,RUNWAY,128.2521,77.4470,156.8338,84.1757,594.0000,387.3600,0
smf,CROSSING,158.4221,77.4470,189.8373,84.1757,594.0000,387.3600,0
smf,CLEARANCES.,191.4255,77.4470,234.6635,84.1757,594.0000,387.3600,0
smf,A5,92.6195,144.5692,101.1756,152.3776,594.0000,387.3600,0
smf,P,113.6402,185.1777,119.8265,191.0224,594.0000,387.3600,0
smf,A,93.6605,441.7532,98.1637,447.7602,594.0000,387.3600,0
smf,P,95.1201,411.3478,101.3100,417.1961,594.0000,387.3600,0
smf,P,264.7766,180.5987,270.9630,186.4429,594.0000,387.3600,0
smf,A5,285.8017,439.4226,294.3578,447.2309,594.0000,387.3600,0
smf,P,285.6699,403.2689,291.8598,409.1170,594.0000,387.3600,0
smf,VAR,194.7872,416.1454,202.2974,427.0536,594.0000,387.3600,0
smf,13.1°,197.7963,425.9491,206.2470,439.9222,594.0000,387.3600,0
smf,E,202.3846,440.8979,208.0366,445.7525,594.0000,387.3600,0
smf,HS,209.1837,334.0454,218.3425,340.2939,594.0000,387.3600,0
smf,2,220.1341,334.0454,223.7174,340.2939,594.0000,387.3600,0
smf,HS,233.9090,326.8397,243.0678,333.0882,594.0000,387.3600,0
smf,1,244.8594,326.8397,248.4427,333.0882,594.0000,387.3600,0
smf,HS,111.7594,122.8852,120.9182,129.1337,594.0000,387.3600,0
smf,3,122.7098,122.8852,126.2931,129.1337,594.0000,387.3600,0
smf,35L,100.1808,135.1634,113.9712,141.5914,594.0000,387.3600,1
smf,17R,100.9512,453.1080,114.7416,459.5357,594.0000,387.3600,1
smf,35R,273.0265,155.7075,286.8167,162.1344,594.0000,387.3600,1
smf,17L,272.9089,454.2120,286.6993,460.6388,594.0000,387.3600,1
smf,Y,185.0799,308.6975,191.7320,314.9753,594.0000,387.3600,0
smf,C1,217.3632,300.3692,228.1279,306.7721,594.0000,387.3600,0
smf,B2,152.4668,267.1653,162.5786,277.2422,594.0000,387.3600,0
smf,DENOTES,160.6480,358.2032,190.5055,364.8818,594.0000,387.3600,0
smf,DE-ICING,188.8543,357.8256,216.5782,364.4736,594.0000,387.3600,0
smf,AREA,216.4169,357.5740,233.9605,364.0746,594.0000,387.3600,0
smf,Y,134.3569,309.2246,141.0356,315.5316,594.0000,387.3600,0
smf,W,166.1789,317.1216,172.8834,323.4552,594.0000,387.3600,0
smf,A8,113.6995,309.9857,124.7268,316.4017,594.0000,387.3600,0
smf,B1,133.0907,284.9773,142.3491,291.2482,594.0000,387.3600,0
smf,A,125.6292,298.0598,131.9623,302.8580,594.0000,387.3600,0
smf,A10,112.1905,269.6689,123.7956,283.6572,594.0000,387.3600,0
smf,P,136.9446,171.0802,143.6488,177.4139,594.0000,387.3600,0
smf,A,125.0287,228.0745,131.3374,232.8393,594.0000,387.3600,0
smf,G2,128.9505,155.1950,135.1990,159.9767,594.0000,387.3600,0
smf,B2,129.4929,258.7640,139.5129,265.2004,594.0000,387.3600,0
smf,B3,131.1951,241.8703,141.1913,248.2678,594.0000,387.3600,0
smf,A3,118.7265,417.9333,129.7997,424.4320,594.0000,387.3600,0
smf,D,256.9673,388.3191,263.2828,393.0926,594.0000,387.3600,0
smf,D3,266.8448,414.4618,277.6341,420.8651,594.0000,387.3600,0
smf,D5,264.6605,348.9662,274.3828,359.6600,594.0000,387.3600,0
smf,D,256.2842,333.7993,262.5865,338.5553,594.0000,387.3600,0
smf,ATCT,132.0349,324.2698,149.8889,330.7345,594.0000,387.3600,0
smf,NON-VISIBILITY,147.7551,323.7496,192.5235,330.5427,594.0000,387.3600,0
smf,AREA,191.1069,323.5530,208.6372,330.0138,594.0000,387.3600,0
smf,D11,263.6356,169.5252,277.9642,175.9704,594.0000,387.3600,0
smf,D,254.7282,199.9290,261.0376,204.6944,594.0000,387.3600,0
smf,A11,113.3599,242.0477,127.9239,248.5040,594.0000,387.3600,0
smf,G1,124.0526,161.9793,130.4051,171.5135,594.0000,387.3600,0
smf,A13,108.9278,171.6642,123.4824,178.0980,594.0000,387.3600,0
smf,Y4,147.3246,301.8174,153.6533,310.0744,594.0000,387.3600,0
smf,D9,265.1576,246.5460,275.0132,257.2706,594.0000,387.3600,0
smf,C3,249.2644,255.7625,259.1769,262.0110,594.0000,387.3600,0
smf,C2,251.6323,278.1448,261.5447,284.3932,594.0000,387.3600,0
smf,D,255.9584,295.1542,262.2069,299.8381,594.0000,387.3600,0
smf,D7,265.3685,307.7632,276.3625,314.5432,594.0000,387.3600,0
smf,W,241.9603,316.2558,248.6737,322.6001,594.0000,387.3600,0
smf,C1,241.7628,300.3476,252.6035,306.8861,594.0000,387.3600,0
smf,A,127.6171,387.4272,133.8656,392.1110,594.0000,387.3600,0
smf,A5,115.6399,355.1479,125.7862,361.4113,594.0000,387.3600,0
smf,HOLD,130.5047,180.0353,147.4248,186.2838,594.0000,387.3600,0
smf,CAT,129.4664,186.3364,143.9119,192.5848,594.0000,387.3600,0
smf,1,145.7175,186.3364,149.3289,192.5848,594.0000,387.3600,0
smf,Y1,227.4328,308.7403,233.8864,317.0914,594.0000,387.3600,0
smf,Y,218.4655,308.7440,225.1778,315.0862,594.0000,387.3600,0
smf,Y2,205.9767,310.1129,212.4077,318.4476,594.0000,387.3600,0
smf,347.6°,96.4511,179.0652,102.9697,199.7726,594.0000,387.3600,0
smf,167.6°,98.2253,385.5974,104.7438,406.3048,594.0000,387.3600,0
smf,347.7°,270.0165,188.5927,276.5335,209.2997,594.0000,387.3600,0
smf,167.7°,272.2175,393.6649,278.7345,414.3722,594.0000,387.3600,0
